widget_or_type,file,line,anchor
Hold,modules/modules/game_bot/default_configs/vBot_4.7/vBot/Conditions.otui,433,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-condition-f1fecd8dc7`
label,modules/modules/game_bot/default_configs/vBot_4.7/vBot/Conditions.otui,439,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-condition-4d7c0e8ea9`
separator,modules/modules/game_bot/default_configs/vBot_4.7/vBot/Conditions.otui,448,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-condition-354bb035a8`
closeButton,modules/modules/game_bot/default_configs/vBot_4.7/vBot/Conditions.otui,455,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-condition-bf853cdb1b`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/depositer_config.otui,1,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-depositer-5111dfa707`
item,modules/modules/game_bot/default_configs/vBot_4.7/vBot/depositer_config.otui,4,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-depositer-d45048155b`
name,modules/modules/game_bot/default_configs/vBot_4.7/vBot/depositer_config.otui,10,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-depositer-a4fbe689c6`
slot,modules/modules/game_bot/default_configs/vBot_4.7/vBot/depositer_config.otui,23,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-depositer-bbcdd76e23`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/depositer_config.otui,35,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-depositer-63b1dbee45`
title,modules/modules/game_bot/default_configs/vBot_4.7/vBot/depositer_config.otui,40,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-depositer-f866121f49`
DepositerList,modules/modules/game_bot/default_configs/vBot_4.7/vBot/depositer_config.otui,50,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-depositer-19bd04380e`
DepositerScrollBar,modules/modules/game_bot/default_configs/vBot_4.7/vBot/depositer_config.otui,66,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-depositer-1b1a5200e6`
bottomResizeBorder,modules/modules/game_bot/default_configs/vBot_4.7/vBot/depositer_config.otui,75,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-depositer-8d912a541f`
sep,modules/modules/game_bot/default_configs/vBot_4.7/vBot/depositer_config.otui,85,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-depositer-bc3e41a502`
CloseButton,modules/modules/game_bot/default_configs/vBot_4.7/vBot/depositer_config.otui,92,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-depositer-ff4b08173a`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,1,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--e41580efdd`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,9,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--9d4db3db1f`
remove,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,20,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--6d87801bd1`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,32,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--1676419adb`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,33,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--1b020446b4`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,34,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--02849f84db`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,40,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--5bd3d66a71`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,44,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--7db298c1ac`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,48,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--ce1ac1bd2f`
text,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,52,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--64ee582060`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,59,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--a940e29351`
enabled,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,67,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--95a308bb6c`
remove,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,80,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--edda24bc62`
visible,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,91,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--8641c3c89d`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,103,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--ddbd1fafe0`
nex,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,106,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--c6a6aef957`
pre,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,112,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--61a72f28d1`
description,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,118,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--d6aca4c82a`
spinbox,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,127,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--6e7b62a65e`
text,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,139,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--5189926a05`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,149,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--5a83d27d86`
title,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,155,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--9e078bdc8d`
mainLabel,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,163,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--f7c9280149`
list,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,175,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--ab81f4145a`
listScrollBar,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,183,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--9dc64f87be`
up,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,191,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--c68e793722`
down,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,202,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--361e8215aa`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,213,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--9691eebcaf`
title,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,219,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--19a753690b`
mainLabel,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,227,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--2ea36b6995`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,238,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--3b0a7181c0`
condition,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,244,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--1cf41463a1`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,251,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--18a064e039`
useSecondCondition,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,256,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--ebb872f68f`
optionalCondition,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,263,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--cdad61e9d5`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,270,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--bf59ae13c5`
add,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,275,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--378d7bfb00`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,282,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--0d430d209d`
title,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,288,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--afdddb09bd`
head,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,296,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--1370578bce`
body,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,305,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--2dc6dbadf9`
legs,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,314,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--ec6de52519`
feet,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,323,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--f97dd12d11`
neck,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,332,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--c61429ea89`
left-hand,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,342,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--eb1436c9d8`
finger,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,351,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--3e433a9b36`
back,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,360,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--c991dec3c7`
right-hand,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,369,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--4ccbab467e`
ammo,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,378,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--b7f222d617`
cloneEq,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,385,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--7654873bba`
default,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,395,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--9db951b2bc`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,405,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--6034609d90`
title,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,408,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--b62b63ca20`
profileName,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,416,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--b355cdacbe`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,423,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--bfbe0eb8c3`
title,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,428,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--3362020381`
list,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,436,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--7385373712`
listScrollBar,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,444,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--71d70c8a8e`
name,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,452,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--ccfab29a6a`
add,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,459,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--b80b294a09`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,470,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--548dad4efa`
listPanel,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,475,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--00f34e22f5`
bossPanel,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,484,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--3d46ec9b7f`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,489,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--106dd1ab23`
profileName,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,496,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--c6ef39969f`
setup,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,502,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--dd55a916ad`
inputPanel,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,510,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--965aa7745a`
bottomSep,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,518,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--860d742af8`
closeButton,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,525,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--7f8896eb38`
bossList,modules/modules/game_bot/default_configs/vBot_4.7/vBot/equipper.otui,533,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-equipper--5152b7f099`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,1,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-0a0b38be32`
text,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,5,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-d22a38268f`
scroll,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,12,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-724c9a5ae6`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,22,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-c655bda970`
text,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,26,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-c78230d085`
textEdit,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,33,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-1a4fc93d14`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,44,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-463cb8de98`
text,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,50,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-3b4a02ddab`
item,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,55,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-152a0de0cf`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,61,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-e49680b553`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,65,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-fea1d86816`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,70,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-068ae6ff4d`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,77,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-701b032da1`
contentScroll,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,84,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-ed34bfcb9a`
content,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,96,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-d571ce6649`
left,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,105,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-dbf9d08328`
right,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,117,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-b9f7800d73`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,129,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-1a84515160`
separator,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,134,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-c04671b098`
bottomResizeBorder,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,141,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-a1c3df27ca`
closeButton,modules/modules/game_bot/default_configs/vBot_4.7/vBot/extras.otui,151,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-extras-ot-ce549ac30d`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/HealBot.otui,1,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-healbot-o-dff88433cf`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/HealBot.otui,7,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-healbot-o-8a7b6c8eea`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/HealBot.otui,8,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-healbot-o-af2090618a`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/HealBot.otui,9,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-healbot-o-058d5c4ee2`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/HealBot.otui,17,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-healbot-o-21b1729b75`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/HealBot.otui,18,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-healbot-o-0a5f7e9988`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/HealBot.otui,19,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-healbot-o-12e892fdf5`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/HealBot.otui,25,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-healbot-o-1358602d95`
enabled,modules/modules/game_bot/default_configs/vBot_4.7/vBot/HealBot.otui,32,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-healbot-o-7b96313bcf`
remove,modules/modules/game_bot/default_configs/vBot_4.7/vBot/HealBot.otui,44,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-healbot-o-275ee80524`
nan,modules/modules/game_bot/default_configs/vBot_4.7/vBot/HealBot.otui,53,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-healbot-o-3584925f80`
enabled,modules/modules/game_bot/default_configs/vBot_4.7/vBot/HealBot.otui,60,:ref:`modules-modules-game-bot-default-configs-vbot-4-7-vbot-healbot-o-51125746d9`
